Location,Distance from Junction,Size of House,Number of Rooms,Distance from Metro,Furnished,Parking,Water & Electricity,Rent
Yelahanka,335.4587141215781,412,4,2412.7118549893016,Furnished,Yes,Yes,14491.0
Yelahanka,5603.989538199427,369,4,2672.0211563609223,Furnished,Yes,Yes,25587.0
Silk Board,6948.275793281259,300,4,2392.3209219241626,Furnished,No,Yes,38778.0
Silk Board,7957.86731176502,298,5,2211.001405886191,Furnished,Yes,No,29893.0
Majestic,3402.162384553347,200,4,4735.178470731064,Furnished,Yes,No,25567.0
Yelahanka,65.25410428886991,406,2,2398.815955641242,Furnished,Yes,Yes,26842.0
Silk Board,4795.192371113538,413,5,405.51220506989284,Furnished,Yes,Yes,27977.0
Electronic City,158.5354537356698,200,3,3827.5833953511824,Furnished,No,Yes,31210.0
Majestic,919.8451067079993,464,1,1957.8080170395733,Furnished,No,Yes,22466.0
K.R Puram,3266.890225317484,251,5,3553.4677287444183,Not furnished,Yes,No,26614.0
Kengeri,4371.720495601772,293,4,2897.8467978720337,Furnished,No,No,17676.0
Majestic,2794.6944122964856,628,5,3565.900325779253,Furnished,Yes,No,33703.0
Kengeri,5818.652665047078,590,1,309.9697851783978,Furnished,Yes,Yes,11577.0
Yelahanka,553.4978921809519,200,1,169.3666133391153,Furnished,Yes,Yes,15961.0
Kengeri,1445.797102395847,200,4,1892.7081242557058,Furnished,Yes,Yes,15301.0
Yelahanka,6952.584007554336,200,4,3465.830689109704,Furnished,No,Yes,27472.0
Electronic City,1421.4085359791773,587,2,1118.4126345299705,Furnished,Yes,Yes,33748.0
Kengeri,6397.7520157042245,258,1,2167.0035898128604,Not furnished,Yes,Yes,16555.0
Majestic,546.8462075336555,200,4,4904.051319864872,Furnished,No,Yes,31405.0
Yelahanka,4073.8227911914037,534,1,1074.3727725867275,Furnished,Yes,Yes,20720.0
Majestic,1774.0947012118236,439,2,4239.717308856818,Furnished,Yes,Yes,36374.0
Silk Board,1096.3628253518643,687,3,4127.304424055983,Furnished,Yes,Yes,26429.0
Yelahanka,5670.3278350122755,438,1,4456.760926444942,Furnished,No,Yes,20987.0
Kengeri,9283.357720056218,345,2,4575.708718143936,Semi-furnished,Yes,Yes,10980.0
Yelahanka,547.8704792354882,387,2,2536.600961990661,Not furnished,No,No,13609.0
Majestic,4215.542482180343,282,2,3409.668915977879,Furnished,Yes,Yes,28620.0
Electronic City,7075.354377454437,545,5,3094.454560078472,Semi-furnished,Yes,Yes,33348.0
Yelahanka,4626.87831687827,553,4,1544.742701827785,Furnished,No,Yes,26285.0
Kengeri,8064.959461052452,200,1,1398.9379307735367,Furnished,Yes,Yes,16038.0
Silk Board,1796.4531586413168,491,5,1707.8498475054566,Furnished,Yes,Yes,20370.0
K.R Puram,9595.942050277405,200,1,1092.2886600384606,Furnished,No,Yes,20603.0
Electronic City,3851.626277725405,712,5,3786.9177524639776,Furnished,Yes,No,30077.0
Silk Board,3415.696329442751,577,4,4822.864342132579,Semi-furnished,Yes,No,37968.0
Yelahanka,8746.057945031658,200,2,4338.858709190391,Furnished,Yes,Yes,20455.0
Majestic,5638.670318917666,385,1,1089.7020204419027,Not furnished,Yes,Yes,27158.0
Majestic,5164.443419028215,498,2,259.57735356089916,Furnished,Yes,Yes,21370.0
Kengeri,7269.779195284309,256,4,3785.4695353608754,Furnished,Yes,Yes,10688.0
Majestic,5798.3423828109035,200,1,1951.0690295430811,Furnished,No,Yes,19523.0
Electronic City,1625.1564475711532,365,3,4123.0630808335745,Furnished,Yes,Yes,24516.0
Majestic,6741.976228649297,326,3,3896.1789829322606,Not furnished,Yes,Yes,25981.0
Kengeri,1334.6887928212848,212,3,3127.0512599950384,Furnished,Yes,Yes,22467.0
K.R Puram,8058.577053340619,535,4,1276.6966718969768,Furnished,Yes,Yes,25268.0
Yelahanka,9897.36597712271,200,3,520.178839150735,Furnished,Yes,Yes,22738.0
Yelahanka,3773.876249747763,333,1,1263.241630280676,Furnished,Yes,Yes,24973.0
Majestic,4447.558982020126,377,3,2548.798476727336,Furnished,Yes,No,29744.0
Silk Board,464.3365548281231,396,1,4897.314878211911,Furnished,No,Yes,20738.0
Yelahanka,137.33188082578286,519,4,318.4362010017933,Furnished,Yes,Yes,24019.0
K.R Puram,9214.193348763276,313,2,1000.360004079659,Furnished,Yes,Yes,27403.0
Majestic,1286.2406043919207,200,5,3136.397288462126,Not furnished,Yes,No,34332.0
Kengeri,4457.787475594703,291,3,1521.8219733351384,Semi-furnished,No,No,13088.0
K.R Puram,8153.546238555615,458,5,4292.521497199421,Furnished,No,Yes,31171.0
Majestic,8893.187599283196,328,2,697.0849353279751,Furnished,Yes,Yes,32096.0
K.R Puram,5193.976852834677,329,4,4815.7876179197065,Furnished,Yes,Yes,18764.0
Yelahanka,5650.325249759498,428,4,4561.874457582634,Semi-furnished,Yes,No,28854.0
Kengeri,6696.839724632725,448,2,4437.645280053606,Furnished,Yes,Yes,18295.0
Majestic,9613.824701437152,200,5,865.3452088170804,Furnished,Yes,Yes,20285.0
Electronic City,6026.699609445051,347,3,1647.4806212632216,Furnished,No,Yes,21302.0
Kengeri,5594.7525945634625,320,1,4020.484211167637,Furnished,Yes,Yes,15283.0
Electronic City,145.34135265990676,361,4,4039.0403277997307,Furnished,Yes,Yes,29640.0
K.R Puram,809.4970202235608,200,2,3525.8770760356615,Semi-furnished,Yes,Yes,18337.0
Silk Board,5771.716266239962,548,5,2240.2544076687586,Furnished,Yes,Yes,20193.0
Kengeri,9362.403878072031,351,3,1557.9463533671856,Furnished,Yes,Yes,22121.0
K.R Puram,8666.91348399395,413,5,4814.789680908635,Furnished,Yes,Yes,29307.0
Electronic City,9825.789229922046,614,3,696.31134944173,Not furnished,Yes,No,32559.0
Yelahanka,5278.34037561274,415,1,218.77030480978055,Furnished,No,Yes,25394.0
Yelahanka,7879.309384377669,200,1,45.6525999493057,Furnished,Yes,Yes,24785.0
Silk Board,8404.003314893405,337,2,3875.1345481684425,Semi-furnished,Yes,No,28120.0
Kengeri,6480.316573308618,451,2,283.52572983369737,Furnished,No,Yes,14008.0
Kengeri,3387.4990421450725,358,3,2693.21802235956,Furnished,Yes,Yes,17483.0
Kengeri,4699.784346577944,606,3,1836.462205336512,Furnished,No,Yes,17832.0
K.R Puram,8579.170722435678,221,3,734.5394503610347,Furnished,No,No,23132.0
Silk Board,2985.4792598216395,536,3,3702.9774344360158,Furnished,Yes,Yes,27344.0
Kengeri,9237.431312666486,475,1,275.03415521967275,Semi-furnished,No,No,14375.0
K.R Puram,2298.063414226651,363,2,1591.9691929272617,Furnished,Yes,Yes,20635.0
Yelahanka,7495.164151567807,399,2,2810.956127100455,Furnished,Yes,Yes,23533.0
Electronic City,6305.592343457383,203,4,2012.078616781261,Furnished,Yes,Yes,24075.0
K.R Puram,7495.994411207623,303,2,1295.7409932960006,Furnished,No,No,18016.0
Yelahanka,4373.475724325948,436,2,4630.005023530233,Furnished,Yes,Yes,25070.0
Yelahanka,9326.410625539846,327,5,4654.85194249332,Furnished,Yes,No,18950.0
Electronic City,6324.722024114774,359,5,2080.472698046132,Semi-furnished,Yes,Yes,28010.0
Yelahanka,2882.958045542563,498,4,1968.7220838070996,Furnished,Yes,Yes,23697.0
Silk Board,6384.550706521437,200,3,1536.9252374335047,Furnished,No,Yes,21137.0
Electronic City,2868.157472070312,405,4,4278.780964561803,Furnished,Yes,No,31092.0
Yelahanka,2936.323917598742,616,4,2839.576429974522,Furnished,Yes,Yes,15269.0
Majestic,3995.985116208679,293,1,447.6110645122761,Furnished,Yes,Yes,35673.0
K.R Puram,8524.30417569119,200,2,4266.603515591837,Furnished,Yes,Yes,18117.0
Yelahanka,5002.97874393992,291,1,2674.4313497850035,Furnished,Yes,Yes,24499.0
Silk Board,6789.008422302074,200,2,2077.959020529542,Furnished,Yes,Yes,35351.0
Kengeri,3919.67740274463,383,4,1689.3247182177895,Not furnished,Yes,No,13208.0
Yelahanka,2636.0543980688144,338,2,497.13295156472435,Furnished,Yes,No,25257.0
Kengeri,9546.401607162314,397,3,4783.510782004347,Semi-furnished,Yes,Yes,20164.0
Majestic,6035.812471230626,330,3,3706.2175873615083,Furnished,Yes,No,24849.0
Yelahanka,9339.513385827182,379,4,658.8878154949035,Furnished,No,Yes,17324.0
Electronic City,2034.1300219831503,417,5,2556.344095674172,Furnished,Yes,Yes,19942.0
Kengeri,1468.9416391293275,200,3,2777.8759889314347,Semi-furnished,Yes,Yes,20460.0
Majestic,8558.229071239037,401,4,839.4437851537789,Furnished,Yes,Yes,33320.0
Electronic City,6809.172126172514,567,1,2136.1076443115194,Furnished,Yes,No,25997.0
Electronic City,1865.7849925364135,205,5,3228.7305772700397,Furnished,Yes,Yes,30384.0
Electronic City,2693.5970066353775,396,3,1420.0528590738004,Furnished,Yes,Yes,29633.0
Electronic City,8006.639415253112,544,4,1658.0447744497417,Furnished,Yes,Yes,31898.0
Yelahanka,4538.686199959361,200,4,610.1423853250404,Furnished,Yes,Yes,27671.0
K.R Puram,6705.405065060909,469,1,2066.2032216287807,Furnished,Yes,Yes,22253.0
Yelahanka,3183.5202213601087,316,1,2919.2864235414736,Furnished,No,Yes,22086.0
Yelahanka,3812.299527748767,501,5,582.6277034965849,Furnished,Yes,Yes,15819.0
Majestic,9907.12558623105,226,3,3073.9217941751776,Furnished,No,Yes,23192.0
Majestic,2476.170871747185,348,4,1988.9660737640618,Furnished,Yes,Yes,19730.0
K.R Puram,5064.56377036514,200,5,3390.911271954041,Furnished,Yes,No,25423.0
Majestic,8444.023431905322,415,5,1574.18487758413,Furnished,Yes,Yes,22420.0
Silk Board,2392.2321366585797,417,1,2842.4961914580203,Furnished,Yes,Yes,33757.0
K.R Puram,4152.137566843307,431,4,3064.0142412990067,Furnished,No,Yes,21185.0
Majestic,6150.912873699883,423,2,3452.5369957307234,Semi-furnished,Yes,Yes,28608.0
K.R Puram,4811.881514751025,336,1,3784.6949176864964,Furnished,Yes,No,16348.0
Yelahanka,4595.022665703174,200,4,681.7585494995399,Furnished,No,Yes,18495.0
Yelahanka,3625.097313221236,498,5,4826.213711001387,Semi-furnished,Yes,No,26125.0
K.R Puram,5866.463277749251,344,5,4218.227078268809,Furnished,Yes,Yes,26746.0
Silk Board,6243.726979236103,409,3,2811.593912993086,Furnished,Yes,Yes,38966.0
Silk Board,6532.895409013626,322,2,4451.79435389179,Furnished,Yes,No,34718.0
K.R Puram,703.6810790602932,643,1,1912.1648399037467,Furnished,No,No,21661.0
Majestic,6310.341757120489,264,3,171.43275803066737,Furnished,Yes,No,24169.0
Kengeri,9532.371787812328,259,3,3635.1569043397153,Furnished,Yes,Yes,13982.0
Silk Board,5409.862355280837,200,2,4716.7207467768,Furnished,Yes,Yes,27375.0
Electronic City,7152.670825092443,366,1,809.2733178765116,Furnished,Yes,No,22541.0
Yelahanka,5567.3230775921775,628,1,3219.3697350816774,Furnished,Yes,Yes,17709.0
K.R Puram,8547.406185919786,368,5,4067.127803261584,Furnished,Yes,Yes,23429.0
Electronic City,9295.83094597569,384,1,4525.335258190415,Furnished,Yes,No,26802.0
K.R Puram,1842.198992963593,495,3,1382.63879557593,Furnished,Yes,Yes,17027.0
Yelahanka,4368.600365571266,374,5,643.6690469236578,Furnished,Yes,Yes,29042.0
Yelahanka,3923.821009327213,529,1,1239.250569379674,Semi-furnished,Yes,Yes,25839.0
Silk Board,4052.151232992787,552,2,2888.608205095678,Furnished,Yes,No,21406.0
Silk Board,1255.241812278759,261,3,4593.641282477658,Semi-furnished,Yes,Yes,28427.0
Electronic City,8136.1572598071925,200,4,2912.6790559925307,Furnished,Yes,Yes,17297.0
K.R Puram,357.66243014935253,453,2,4598.106504179982,Furnished,Yes,Yes,21177.0
Yelahanka,5282.266077271569,398,2,3850.1851184560956,Furnished,Yes,No,13302.0
Electronic City,6618.783880446912,200,1,2991.9473208390464,Furnished,Yes,Yes,30065.0
Kengeri,2074.6943805887718,248,5,108.992546316648,Furnished,Yes,Yes,11299.0
Electronic City,9058.501920987956,247,5,1665.3788393807063,Furnished,Yes,Yes,25539.0
Majestic,8385.49207024793,372,3,287.2977861245313,Not furnished,Yes,Yes,29308.0
Electronic City,4710.8372948392525,499,1,1611.2117513701419,Not furnished,Yes,Yes,22425.0
Majestic,4111.489323401387,508,5,311.66749079220403,Furnished,Yes,Yes,36615.0
Majestic,2365.6792521110006,468,4,839.0793072503122,Furnished,Yes,Yes,22770.0
Majestic,7299.932246449636,306,1,2053.4295812120445,Furnished,Yes,No,34775.0
Kengeri,1317.4379963196413,683,1,2574.4237271649035,Furnished,Yes,Yes,17963.0
Electronic City,6802.3775384378305,354,5,1085.7084414642743,Furnished,No,Yes,16892.0
Electronic City,8424.569861184136,291,2,3662.8868962899446,Furnished,Yes,Yes,21127.0
Kengeri,2284.715759170237,200,1,2951.8231093350987,Furnished,Yes,Yes,15402.0
Yelahanka,8664.274028987562,297,2,3458.802653816389,Furnished,Yes,Yes,23449.0
Silk Board,333.23199439508454,415,3,3663.828405467066,Furnished,Yes,No,30798.0
Electronic City,9127.873853865254,200,3,3634.601692905118,Furnished,Yes,Yes,18809.0
Silk Board,1183.62227851298,206,5,4681.169505984264,Not furnished,Yes,No,35858.0
K.R Puram,6457.591779380326,279,3,1186.1016695733351,Semi-furnished,Yes,Yes,20911.0
K.R Puram,2500.8246891394183,233,5,1350.778196156341,Furnished,Yes,No,20938.0
Kengeri,8365.523911696138,221,5,471.00534001075334,Furnished,Yes,Yes,9660.0
K.R Puram,5123.003609154665,518,2,2962.9317871555154,Furnished,Yes,No,29116.0
K.R Puram,1352.4119124650135,200,2,1975.9275381893272,Furnished,Yes,Yes,21058.0
Yelahanka,5709.915713259785,376,3,2480.994403338814,Furnished,No,Yes,16307.0
Yelahanka,4078.826101969831,427,2,849.1072885706991,Furnished,Yes,Yes,14137.0
Yelahanka,6614.478166131012,277,1,3245.301252856915,Furnished,Yes,No,11767.0
K.R Puram,8819.032847634595,315,4,3095.0968031972557,Furnished,Yes,Yes,15802.0
Kengeri,4093.8913118341848,343,1,1323.9221346600978,Furnished,Yes,Yes,12320.0
Majestic,2898.8067953385967,445,1,2327.08345213037,Furnished,Yes,Yes,35338.0
Majestic,145.15094527608795,579,5,4471.504690536399,Furnished,No,No,19552.0
Silk Board,5748.390378598749,200,4,3867.495171628993,Semi-furnished,Yes,No,34970.0
Majestic,4022.747674314335,212,5,1134.7193838166586,Furnished,Yes,Yes,35636.0
Majestic,3746.492190148287,220,2,4394.2742624980165,Furnished,No,Yes,35563.0
Yelahanka,1829.3532128421252,348,2,336.5648671077143,Furnished,No,Yes,14650.0
Yelahanka,4300.553451912743,290,4,2069.6428302770614,Furnished,No,No,20728.0
K.R Puram,9844.419535833682,449,3,400.5911376869803,Furnished,Yes,Yes,20164.0
Silk Board,2977.541536722443,251,2,4621.070970932442,Furnished,Yes,Yes,28466.0
Electronic City,5997.044134081002,216,1,203.51220910021672,Furnished,No,Yes,25618.0
Silk Board,7764.868813156668,235,4,756.2014805395601,Furnished,No,Yes,31659.0
Silk Board,7491.578231765317,367,4,4575.199719182756,Furnished,Yes,No,37770.0
Kengeri,3287.7428749259075,494,2,2910.7882245031465,Furnished,Yes,No,18190.0
K.R Puram,6108.600835168504,343,2,3975.9398754813296,Not furnished,Yes,Yes,25774.0
Kengeri,8712.646852701571,266,5,82.03380130897553,Furnished,Yes,No,19663.0
Silk Board,154.47427733077944,200,5,2095.475352776586,Furnished,Yes,No,37007.0
Silk Board,4357.343568433076,569,1,4922.328151371404,Furnished,Yes,Yes,31268.0
Silk Board,2242.7341824190526,200,4,2899.0953301507793,Furnished,Yes,Yes,22857.0
Majestic,3886.3229039883895,322,3,4248.413942999594,Furnished,Yes,Yes,30255.0
Kengeri,4159.896079752417,460,3,4817.797384484394,Furnished,Yes,Yes,17227.0
Silk Board,7466.70964786637,320,4,3425.2025451120335,Furnished,Yes,Yes,30188.0
Yelahanka,938.2187239544315,265,1,1638.1523084659038,Furnished,No,Yes,13098.0
K.R Puram,5125.839031325105,430,5,1543.0346713556692,Furnished,Yes,No,28394.0
K.R Puram,5641.947917987453,200,5,356.3870393823398,Furnished,Yes,No,23344.0
Yelahanka,4941.576035518044,200,5,2138.8605100304976,Furnished,Yes,Yes,23265.0
K.R Puram,7318.732530627201,402,3,4576.947078109402,Furnished,Yes,Yes,27755.0
Majestic,3837.912559068474,200,3,2390.312132969904,Furnished,No,Yes,34729.0
Majestic,9449.67063640076,369,1,4554.974550633905,Furnished,Yes,No,31320.0
Electronic City,4818.034425389414,331,3,4085.7096661411947,Furnished,Yes,Yes,33625.0
Electronic City,5712.139096147976,389,2,4920.935566449733,Furnished,Yes,Yes,19387.0
Electronic City,8255.308233467495,315,3,4738.476409460315,Furnished,Yes,Yes,21398.0
K.R Puram,2752.361059311225,432,5,3532.416345264948,Furnished,No,Yes,16081.0
Majestic,752.0202876280247,244,1,4356.086434379875,Furnished,Yes,Yes,18504.0
Majestic,7077.839783624825,467,4,3740.3885081618782,Furnished,Yes,Yes,30668.0
Majestic,4830.118555483787,200,4,3516.972573211089,Semi-furnished,Yes,Yes,32201.0
Yelahanka,8965.042509589948,525,1,3577.797889489011,Furnished,No,Yes,14548.0
Majestic,9826.80048722434,657,2,3605.21837678981,Semi-furnished,Yes,Yes,24034.0
Yelahanka,3991.0935057472916,366,4,1897.0950593077423,Furnished,Yes,Yes,23635.0
Electronic City,4154.390162596608,585,5,2117.812080262921,Furnished,Yes,Yes,18010.0
Electronic City,4079.6260220572644,624,4,1470.3557958652214,Furnished,No,Yes,21531.0
K.R Puram,3245.541097309261,301,4,741.3028783566472,Furnished,Yes,Yes,18147.0
Electronic City,7816.870977663974,357,5,2292.217001670962,Furnished,Yes,Yes,25629.0
K.R Puram,7589.957624907276,227,3,4499.746446361413,Furnished,Yes,Yes,21361.0
Silk Board,4786.448705505249,237,2,3256.3235330891443,Furnished,Yes,Yes,29888.0
Silk Board,446.6121637889875,384,5,280.901798590556,Semi-furnished,Yes,Yes,37682.0
Kengeri,3095.5930151307343,200,5,4055.99972282326,Furnished,Yes,No,10531.0
K.R Puram,2923.030465548375,475,1,4677.007636087502,Furnished,Yes,Yes,28249.0
Kengeri,8110.872462002584,375,2,4147.112199933853,Not furnished,Yes,Yes,19131.0
Kengeri,875.7557341617472,452,3,3637.7070707787348,Furnished,No,No,21354.0
Silk Board,8056.753790427041,322,5,750.6019790666074,Not furnished,Yes,Yes,34622.0
K.R Puram,6691.83652199143,450,3,1744.9994612629405,Furnished,Yes,Yes,19055.0
Silk Board,7324.414591304492,387,5,2826.4344417401517,Semi-furnished,Yes,Yes,34011.0
Kengeri,4322.131875850235,426,5,384.30389689194766,Not furnished,Yes,Yes,9953.0
K.R Puram,6797.257960017582,485,1,531.3510706789243,Not furnished,Yes,Yes,30874.0
Kengeri,6090.289447069158,200,4,4671.26961005575,Furnished,Yes,Yes,17168.0
Majestic,7689.801952286295,244,2,3513.455966379918,Semi-furnished,Yes,Yes,19064.0
K.R Puram,4467.698344682522,697,1,1375.4352302563777,Furnished,Yes,No,15643.0
K.R Puram,4728.2562489630245,381,3,1636.801548806739,Furnished,No,Yes,21878.0
Kengeri,6435.7622273982015,200,5,1922.1465214008472,Furnished,Yes,Yes,21929.0
Majestic,1080.774936663883,200,5,375.3564628935846,Furnished,No,Yes,28721.0
Yelahanka,4362.444483643173,338,2,3695.8849935721405,Furnished,No,Yes,14530.0
Silk Board,9719.508452598056,271,1,884.1700604560282,Furnished,Yes,Yes,31740.0
Kengeri,375.52320060045605,229,1,4025.6001241035506,Not furnished,Yes,Yes,23225.0
K.R Puram,3160.047228663938,618,3,4229.3621488846675,Furnished,Yes,Yes,22645.0
Silk Board,3141.0981908937074,294,1,3192.1708871373207,Semi-furnished,No,Yes,32907.0
Silk Board,6334.641192357726,473,1,3849.2747169945656,Semi-furnished,Yes,No,27310.0
Silk Board,1058.003594241399,387,4,859.1758334302168,Furnished,Yes,Yes,37399.0
Yelahanka,6285.440308788611,305,2,2879.694913353184,Furnished,Yes,Yes,26753.0
Electronic City,950.4024065161942,200,1,3383.9965722306565,Furnished,Yes,Yes,25964.0
Kengeri,949.5364741833101,465,3,3307.8029042713893,Furnished,Yes,Yes,21281.0
Electronic City,7281.833571884823,200,5,586.4493882159038,Furnished,Yes,Yes,26961.0
Electronic City,3241.351738327963,480,1,1721.9123124001906,Furnished,Yes,Yes,27154.0
Electronic City,9774.229477137478,372,1,1625.1876074116828,Furnished,No,No,16389.0
Silk Board,373.52936435554926,442,5,2862.634362984542,Furnished,Yes,Yes,27198.0
Majestic,4451.066637179942,351,4,3826.185644338766,Furnished,Yes,No,37515.0
Silk Board,1131.3593767402363,200,2,2852.9518308510687,Furnished,Yes,Yes,25604.0
Silk Board,3513.7896675810866,410,4,3774.137193258271,Furnished,No,Yes,32831.0
K.R Puram,9982.224506090506,477,3,494.8379834950406,Furnished,Yes,No,20146.0
K.R Puram,8888.425117385317,278,1,4390.693454336387,Furnished,Yes,Yes,20911.0
Electronic City,483.24408855396905,448,4,2683.0853468212986,Not furnished,Yes,Yes,29148.0
Silk Board,5632.558438256834,394,2,187.49330233586437,Furnished,Yes,No,35258.0
Electronic City,6478.223048244357,417,3,3216.0650151121317,Furnished,Yes,No,32751.0
K.R Puram,2095.3462395012566,221,4,2586.7359368153775,Furnished,Yes,Yes,16298.0
Majestic,1451.0557339645025,542,1,1101.8478442428247,Not furnished,Yes,Yes,20263.0
Kengeri,9043.811346655233,394,2,3822.1272930567734,Furnished,Yes,Yes,15142.0
Electronic City,9688.164414833767,474,1,4667.8412560399,Furnished,Yes,Yes,17569.0
Majestic,9918.92857319642,291,1,1613.417269217529,Furnished,Yes,Yes,21750.0
Kengeri,7897.617737346345,497,3,2469.578414081845,Furnished,No,Yes,16090.0
Yelahanka,6635.020694052571,286,2,640.8749934921453,Furnished,Yes,Yes,19358.0
Electronic City,3457.3025219299793,216,5,4648.9986185240805,Furnished,Yes,Yes,14782.0
Electronic City,1713.9831232475244,615,1,1593.980298096165,Furnished,Yes,Yes,16110.0
Yelahanka,789.805993662317,200,2,973.9234184976292,Furnished,Yes,Yes,26461.0
